Text,Sentiment
i feel practically virtuous for getting done ahead of deadline,joy
i mentioned the other day that i was feeling homesick,sadness
i can feel myself letting go of todays frustrations and just feel glad to have my family,joy
i was feeling like i was sitting with the popular crowd but being ignored,joy
im terrible at but now feeling rather smug and pleased with myself for doing so,joy
i love my blog it is my pride and joy so to be recognised for it it makes it feel even more worthwhile,joy
i pull that person aside and tell them everything they made me feel so they can know the damaged they caused on me and my life,sadness
i do feel all my loyal readers and friends deserve an explanation of why i have been awol from the blogs,love
im feeling unbelievably thankful for them,joy
i get a warm fuzzy feeling when i see a kitchen that is lovely but more importantly clearly loved and used well by its owner,love
i was feeling reluctant to using my real birth date stupid i know,fear
i found myself feeling incredibly insecure feeling like all i m doing is churning out things unable to really write or plan or think about what i wanted for myself artipeeps or creokardia,fear
i feel like i am finally waking up from years of emotional and intellectual coma,sadness
i feel inhibited talking about most of it on here,sadness
i will apologise for that and i am truly sorry this person feels abused,sadness
