Text,Aspect Term,Sentiment
Admittedly[comma] this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness[comma] in my opinion) but for simple[comma] elegant sushi there is no better place in New York or anywhere in the US.,sushi,Positive
Admittedly[comma] this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness[comma] in my opinion) but for simple[comma] elegant sushi there is no better place in New York or anywhere in the US.,fish,Neutral
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,menu,Positive
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,variety of dishes,Positive
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,seafood,Positive
The white bean brushetta to start was incredible and the pasta was phenomenal.,white bean brushetta,Positive
The white bean brushetta to start was incredible and the pasta was phenomenal.,pasta,Positive
The rest of the menu is limited by everything is good eats.,eats,Positive
The menu is nothing like the one on the website.,menu,Negative
Great food[comma] great lay out and awesome service.,food,Positive
Great food[comma] great lay out and awesome service.,lay out,Positive
Great food[comma] great lay out and awesome service.,service,Positive
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,cart attendant,Negative
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,lotus leaf wrapped rice,Neutral
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,rice,Neutral
We walked in on a Wednesday night and were seated promptly.,seated,Positive
The wait staff is very freindly[comma] they make it feel like you're eating in a freindly little european town.,wait staff,Positive
The waitstaff are all very busy[comma] it's not outstanding service[comma] but I've never been dealt with rudely.,waitstaff,Negative
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food,Positive
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,feel,Positive
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,taste,Positive
They have it all -- great price[comma] food[comma] and service.,price,Positive
They have it all -- great price[comma] food[comma] and service.,food,Positive
They have it all -- great price[comma] food[comma] and service.,service,Positive
The flavors are great[comma] and the menu is extensive.,flavors,Positive
The flavors are great[comma] and the menu is extensive.,menu,Positive
The food was amazing[comma] the service was so attentive and personable[comma] and how about that ambience!,food,Positive
The food was amazing[comma] the service was so attentive and personable[comma] and how about that ambience!,service,Positive
The food was amazing[comma] the service was so attentive and personable[comma] and how about that ambience!,ambience,Positive
This place has the best interior I have seen anywhere in the northside of W'burg[comma] and will impress whoever you bring there.,interior,Positive
This place has the best interior I have seen anywhere in the northside of W'burg[comma] and will impress whoever you bring there.,place,Positive
The food has been consistant for years and it never lets you down.,food,Positive
I found the variety of the sashimi plate to be satisfying - fresh and yummy.,sashimi plate,Positive
And forget what you read under me[comma] the atmosphere isn't that bad either.,atmosphere,Neutral
We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing[comma] we just sat down.,waitress,Negative
We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing[comma] we just sat down.,servants,Negative
sometimes i get good food and ok service.,food,Positive
sometimes i get good food and ok service.,service,Neutral
It's a place for people who pay a lot for mediocre food[comma] noise and a chance to be with their fellow bridge and tunnel folks.,food,Neutral
It's a place for people who pay a lot for mediocre food[comma] noise and a chance to be with their fellow bridge and tunnel folks.,noise,Negative
After complaining about the chicken dish[comma] the manager came over to tell us that[comma] no one had ever complained before[comma] and that we just didn't know what the dish was supposed to taste like.,chicken dish,Negative
After complaining about the chicken dish[comma] the manager came over to tell us that[comma] no one had ever complained before[comma] and that we just didn't know what the dish was supposed to taste like.,manager,Negative
After complaining about the chicken dish[comma] the manager came over to tell us that[comma] no one had ever complained before[comma] and that we just didn't know what the dish was supposed to taste like.,dish,Neutral
The food was spicy and delicious.,food,Positive
Went for a late weekday lunch.,lunch,Neutral
Bartender was unable to tear himself away from friends at bar.,Bartender,Negative
Bartender was unable to tear himself away from friends at bar.,bar,Neutral
Anyways[comma] if you're in the neighborhood to eat good food[comma] I wouldn't waste my time trying to find something[comma] rather go across the street to Tamari.,food,Positive
Dahkin also offers prix fixe lunch and buffet.,prix fixe lunch,Positive
Dahkin also offers prix fixe lunch and buffet.,buffet,Positive
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,food,Positive
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,service,Positive
Went on a double date with friend and his girlfriend for a few drinks and appetizers.,drinks,Neutral
Went on a double date with friend and his girlfriend for a few drinks and appetizers.,appetizers,Neutral
Great place to grab a hot bagel on the way to work.,hot bagel,Positive
